label,message,clean_email
ham,I jokin oni lar.. ÌÏ busy then i wun disturb Ì_.,jokin oni lar   busy wun disturb
ham,"Ok, be careful ! Don't text and drive !",ok careful   not text drive
ham,"I.ll always be there, even if its just in spirit. I.ll get a bb soon. Just trying to be sure i need it.",ill spirit ill bb soon try sure need
ham,U r too much close to my heart. If u go away i will be shattered. Plz stay with me.,u r close heart u away shatter plz stay
ham,I love u 2 babe! R u sure everything is alrite. Is he being an idiot? Txt bak girlie,love u   babe r u sure alrite idiot txt bak girlie
ham,How abt making some of the pics bigger?,abt make pic big
ham,Got but got 2 colours lor. One colour is quite light n e other is darker lor. Actually i'm done she's styling my hair now.,get get   colour lor colour light n e dark lor actually m s style hair
ham,"Whenevr ur sad, Whenevr ur gray, Remembr im here 2 listn 2 watevr u wanna say, Jus walk wid me a little while,&amp; I promise I'll bring back ur smile.:-)",whenevr ur sad whenevr ur gray remembr m   listn   watevr u wanna jus walk wid little whileamp promise ill bring ur smile
ham,Why nothing. Ok anyway give me treat,ok treat
spam,"Win the newest ÛÏHarry Potter and the Order of the Phoenix (Book 5) reply HARRY, answer 5 questions - chance to be the first among readers!",win new harry potter order phoenix book   reply harry answer   question   chance reader
ham,Ok...,ok
ham,Correct. So how was work today,correct work today
ham,"Just sent again. Do you scream and moan in bed, princess?",send scream moan bed princess
ham,"I wake up long ago already... Dunno, what other thing?",wake long ago dunno thing
ham,Oh just getting even with u.... u?,oh get u u
ham,I thk 50 shd be ok he said plus minus 10.. Did Ì_ leave a line in between paragraphs?,thk   shd ok say plus minus     leave line paragraph
ham,Can you call me plz. Your number shows out of coveragd area. I have urgnt call in vasai &amp; have to reach before 4'o clock so call me plz,plz number show coveragd area urgnt vasai amp reach o clock plz
ham,Yeah jay's sort of a fucking retard,yeah jay sort fucking retard
ham,"Sorry, was in the bathroom, sup",sorry bathroom sup
spam,Ur balance is now å£500. Ur next question is: Who sang 'Uptown Girl' in the 80's ? 2 answer txt ur ANSWER to 83600. Good luck!,ur balance   ur question sing uptown girl s    answer txt ur answer   good luck
ham,My exam is for february 4. Wish you a great day.,exam february   wish great day
ham,I dont know what to do to come out of this so only am ask questions like this dont mistake me.,not know come ask question like not mistake
ham,"Aight no rush, I'll ask jay",aight rush ill ask jay
ham,Good Morning plz call me sir,good morning plz sir
ham,It's ok lar. U sleep early too... Nite...,ok lar u sleep early nite
ham,"Oh... Icic... K lor, den meet other day...",oh icic k lor den meet day
ham,"Oh ! A half hour is much longer in Syria than Canada, eh ? Wow you must get SO much more work done in a day than us with all that extra time ! *grins*",oh   half hour long syria canada eh   wow work day extra time   grin
ham,"Sometimes we put walls around our hearts,not just to be safe from getting hurt.. But to find out who cares enough to break the walls &amp; get closer.. GOODNOON:)",wall heartsnot safe get hurt find care break wall amp close goodnoon
ham,"Sweet, we may or may not go to 4U to meet carlos so gauge patty's interest in that",sweet u meet carlos gauge patty interest
ham,Then she buying today? ÌÏ no need to c meh...,buy today   need c meh
ham,Aight sorry I take ten years to shower. What's the plan?,aight sorry year shower s plan
ham,Every monday..nxt week vl be completing..,mondaynxt week vl complete
ham,Might ax well im there.,ax m
ham,Just chill for another 6hrs. If you could sleep the pain is not a surgical emergency so see how it unfolds. Okay,chill hrs sleep pain surgical emergency unfold okay
ham,Yeah I'll try to scrounge something up,yeah ill try scrounge
ham,Crazy ar he's married. ÌÏ like gd looking guys not me. My frens like say he's korean leona's fave but i dun thk he is. Aft some thinking mayb most prob i'll go.,crazy ar s married   like gd look guy fren like s korean leona fave dun thk aft think mayb prob ill
ham,Were somewhere on Fredericksburg,fredericksburg
ham,Que pases un buen tiempo or something like that,que pase un buen tiempo like
ham,Is it ok if I stay the night here? Xavier has a sleeping bag and I'm getting tired,ok stay night xavier sleep bag m get tired
ham,She doesnt need any test.,not need test
ham,"Nothing much, chillin at home. Any super bowl plan?",chillin home super bowl plan
spam,"FREE2DAY sexy St George's Day pic of Jordan!Txt PIC to 89080 dont miss out, then every wk a saucy celeb!4 more pics c PocketBabe.co.uk 0870241182716 å£3/wk",freeday sexy st george day pic jordantxt pic   not miss wk saucy celeb pic c pocketbabecouk   wk
ham,Bugis oso near wat... ,bugis oso near wat
ham,Yo theres no class tmrw right?,yo s class tmrw right
ham,Let Ur Heart Be Ur Compass Ur Mind Ur Map Ur Soul Ur Guide And U Will Never loose in world....gnun - Sent via WAY2SMS.COM,let ur heart ur compass ur mind ur map ur soul ur guide u loose worldgnun   send waysmscom
ham,"Goodnight, sleep well da please take care pa. Please.",goodnight sleep da care pa
ham,Baaaaabe! I misss youuuuu ! Where are you ? I have to go and teach my class at 5 ...,baaaaabe misss youuuuu     teach class  
ham,Convey my regards to him,convey regard
ham,U ned to convince him tht its not possible witot hurting his feeling its the main,u ne convince tht possible witot hurt feel main
ham,"Good afternoon loverboy ! How goes you day ? Any luck come your way? I think of you, sweetie and send my love across the sea to make you smile and happy",good afternoon loverboy   go day   luck come way think sweetie send love sea smile happy
ham,If i start sending blackberry torch to nigeria will you find buyer for me?like 4a month. And tell dad not to buy bb from anyone oh.,start send blackberry torch nigeria find buyer melike month tell dad buy bb oh
ham,"&lt;#&gt; %of pple marry with their lovers... becz they hav gud undrstndng dat avoids problems. i sent dis 2 u, u wil get gud news on friday by d person you like. And tomorrow will be the best day of your life. Dont break this chain. If you break you will suffer. send this to  &lt;#&gt;  frnds in &lt;#&gt;  mins whn u read...",ltgt pple marry lover becz hav gud undrstndng dat avoid problem send dis   u u wil gud news friday d person like tomorrow good day life not break chain break suffer send   ltgt   frnd ltgt   min whn u read
ham,Yo dude guess who just got arrested the other day,yo dude guess get arrest day
ham,Shuhui say change 2 suntec steamboat? U noe where? Where r u now?,shuhui change   suntec steamboat u noe r u
ham,What does the dance river do?,dance river
ham,"Yetunde, i'm sorry but moji and i seem too busy to be able to go shopping. Can you just please find some other way to get what you wanted us to get. Please forgive me. You can reply free via yahoo messenger.",yetunde m sorry moji busy able shop find way want forgive reply free yahoo messenger
ham,Hey i will be really pretty late... You want to go for the lesson first? I will join you. I'm only reaching tp mrt,hey pretty late want lesson join m reach tp mrt
spam,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870..k",hot live fantasy   p min ntt ltd po box   croydon cr wb k
ham,Bbq this sat at mine from 6ish. Ur welcome 2 come,bbq sit ish ur welcome   come
ham,"I don't know, same thing that's wrong everyso often, he panicks starts goin on bout not bein good enough Û_",not know thing s wrong everyso panick start goin bout bein good
ham,Alright. I'm out--have a good night!,alright m outhave good night
ham,Did you try making another butt.,try make butt
ham,Hope you are feeling great. Pls fill me in. Abiola,hope feel great pls fill abiola
ham,I though we shd go out n have some fun so bar in town or something ÛÒ sound ok?,shd n fun bar town   sound ok
ham,"1) Go to write msg 2) Put on Dictionary mode 3)Cover the screen with hand, 4)Press  &lt;#&gt; . 5)Gently remove Ur hand.. Its interesting..:)",  write msg   dictionary mode cover screen hand press   ltgt   gently remove ur hand interesting
spam,"Bears Pic Nick, and Tom, Pete and ... Dick. In fact, all types try gay chat with photo upload call 08718730666 (10p/min). 2 stop texts call 08712460324",bear pic nick tom pete   dick fact type try gay chat photo upload   pmin   stop text
spam,"500 New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today!From ONLY å£1 www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18 TXTAUCTION",  new mobile   txt nokia    collect todayfrom   wwwtcbiz optout gbpmtmsg txtauction
ham,We're finally ready fyi,finally ready fyi
ham,Auntie huai juan never pick up her phone,auntie huai juan pick phone
spam,Double Mins & Double Txt & 1/2 price Linerental on Latest Orange Bluetooth mobiles. Call MobileUpd8 for the very latest offers. 08000839402 or call2optout/LF56,double min   double txt    price linerental late orange bluetooth mobile mobileupd late offer   calloptoutlf
ham,"Ya tel, wats ur problem..",ya tel wat ur problem
spam,No. 1 Nokia Tone 4 ur mob every week! Just txt NOK to 87021. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info,  nokia tone   ur mob week txt nok   st tone free   txtin tell ur friend ptone   reply hl info
ham,i dnt wnt to tlk wid u,dnt wnt tlk wid u
ham,"We spend our days waiting for the ideal path to appear in front of us.. But what we forget is.. \paths are made by walking.. not by waiting..\"" Goodnight!""",spend day wait ideal path appear forget path walk wait goodnight
ham,Its ok my arm is feeling weak cuz i got a shot so we can go another time,ok arm feel weak cuz get shot time
ham,Please reserve ticket on saturday eve from chennai to thirunelvali and again from tirunelvali to chennai on sunday eve...i already see in net..no ticket available..i want to book ticket through tackle ..,reserve ticket saturday eve chennai thirunelvali tirunelvali chennai sunday evei netno ticket availablei want book ticket tackle
ham,"Storming msg: Wen u lift d phne, u say \HELLO\"" Do u knw wt is d real meaning of HELLO?? . . . It's d name of a girl..! . . . Yes.. And u knw who is dat girl?? \""Margaret Hello\"" She is d girlfrnd f Grahmbell who invnted telphone... . . . . Moral:One can 4get d name of a person",storm msg wen u lift d phne u hello u knw wt d real meaning hello     d girl     yes u knw dat girl margaret hello d girlfrnd f grahmbell invnte telphone      moralone d person
ham,That's ok. I popped in to ask bout something and she said you'd been in. Are you around tonght wen this girl comes?,s ok pop ask bout say d tonght wen girl come
